Filename,Type,Image Size (MB),Image X,Image Y,DPI,(Center) Coordinate,Favorite,Continent,Bit color,Alpha,Hockey Team,User Tags
Buenos_Aires_000790.jpeg,jpeg,17.93,4032,3024,96,"34° 04' S, 59° 26' W",,South America,32,,,"""""""Wildlife, HDR, City, Macro, Urban"""""""
Sydney_000791.nef,nef,25.08,5472,3648,300,"34° 56' S, 152° 28' E",,Australia,16,Y,,"""""""Food"""""""
Cairo_000792.tif,tif,22.17,6000,4000,300,"30° 06' N, 31° 31' E",,Africa,48,Y,,"""""""Beach, HDR"""""""
Tokyo_000793.arw,arw,36.1,3840,2160,300,"36° 07' N, 140° 52' E",,Asia,16,,,"""""""Architecture"""""""
Los_Angeles_000794.arw,arw,40.77,3840,2160,600,"33.90345, -118.66771",,North America,16,,,"""""""Portrait, Mountain"""""""
Tokyo_000795.arw,arw,34.22,6000,4000,300,"35.32933, 139.17919",,Asia,16,,,"""""""Golden Hour"""""""
Buenos_Aires_000796.arw,arw,22.68,4000,3000,300,"-34.75549, -58.23074",,South America,,,,"""""""Portrait"""""""
Tokyo_000797.tiff,tiff,29.58,3840,2160,1200,,,Asia,32,,,"""""""Golden Hour, Forest, Family"""""""
Cairo_000798.jpeg,jpeg,20.13,3264,2448,96,"30° 52' N, 32° 45' E",,,32,,Oilers,
Rio_de_Janeiro_000799.arw,arw,22.5,3264,2448,1200,,,South America,16,,Leafs,"""""""Holiday"""""""
Mumbai_000800.cr2,cr2,32.04,3264,2448,300,"20° 00' N, 73° 43' E",,Asia,16,,,"""""""Mountain, Sports, Concert, Family"""""""
Los_Angeles_000801.tiff,tiff,30.51,2048,1536,1200,"34° 31' N, 118° 43' W",,North America,48,,,"""""""Family, Panorama, Street"""""""
Mumbai_000802.arw,arw,36.47,3264,2448,600,"19° 05' N, 73° 52' E",,Asia,16,Y,,"""""""Event, Landscape, Sunset"""""""
Vancouver_000803.png,png,4.19,5472,3648,72,"49° 41' N, 123° 35' W",,,24,,,"""""""Night, Event"""""""
Buenos_Aires_000804.jpg,jpg,23.68,4000,3000,72,"35° 19' S, 58° 22' W",,South America,24,,,
Los_Angeles_000805.raw,raw,31.31,6000,4000,300,"33.80088, -118.56265",,North America,14,Y,,"""""""Urban, Panorama, Sunset, Golden Hour"""""""
New_York_000806.arw,arw,23.78,1920,1080,1200,"40.83716, -74.06432",,North America,16,Y,,
Mumbai_000807.png,png,16.51,6000,4000,72,"19° 27' N, 73° 10' E",Yes,Asia,32,Y,,"""""""Blue Hour, Black and White, Macro, Mountain"""""""
Mumbai_000808.arw,arw,33.65,1920,1080,600,"19° 03' N, 73° 35' E",,Asia,16,,,"""""""Event"""""""
London_000809.png,png,3.43,3840,2160,150,"51.48137, 0.14678",,Europe,32,Y,,"""""""Work, City, Concert, Black and White"""""""
Los_Angeles_000810.jpeg,jpeg,16.49,3264,2448,300,"34° 33' N, 119° 59' W",,North America,32,,,"""""""Abstract"""""""
Sydney_000811.jpg,jpg,13.53,3840,2160,96,"-33.71343, 151.33961",,Australia,24,,,
Buenos_Aires_000812.png,png,8.99,2048,1536,300,"-34.21689, -58.66139",,South America,24,,,"""""""Holiday, Wedding, Vintage, Panorama"""""""
Sydney_000813.tiff,tiff,26.0,3840,2160,1200,"34° 33' S, 151° 28' E",,Australia,48,,,"""""""Black and White, HDR"""""""
Buenos_Aires_000814.arw,arw,38.65,3264,2448,600,"-34.59706, -58.39562",,South America,14,,,"""""""Abstract, Work"""""""
New_York_000815.nef,nef,22.41,2048,1536,300,"40.28416, -73.95480",,North America,14,,,"""""""City"""""""
Berlin_000816.tiff,tiff,14.47,1920,1080,300,"52.38704, 13.01567",,Europe,24,Y,,"""""""Vintage, Work"""""""
Barcelona_000817.tif,tif,13.21,2048,1536,600,,,Europe,48,Y,,"""""""City"""""""
Sydney_000818.cr2,cr2,21.51,6000,4000,1200,"34° 12' S, 151° 12' E",Yes,Australia,,Y,,"""""""Golden Hour, Vacation, Wildlife"""""""
Cape_Town_000819.jpg,jpg,6.77,1920,1080,72,"-33.94498, 18.33130",,Africa,32,Y,,"""""""Holiday, Panorama, Beach, Blue Hour, Wedding"""""""
Paris_000820.arw,arw,31.28,3840,2160,300,"49° 46' N, 3° 57' E",,Europe,16,,,"""""""Wildlife, Panorama, Art"""""""
Los_Angeles_000821.arw,arw,33.13,2048,1536,1200,"33.98376, -118.01399",Yes,North America,16,,,"""""""Beach"""""""
Los_Angeles_000822.tiff,tiff,26.66,6000,4000,600,"34° 08' N, 118° 44' W",,North America,24,,,"""""""Abstract, Sports"""""""
Mumbai_000823.nef,nef,27.98,4032,3024,1200,"18.70161, 73.36299",,Asia,16,,,"""""""City, HDR, Beach"""""""
Berlin_000824.raw,raw,24.84,5472,3648,600,"52.37752, 13.41794",,,14,,,"""""""Vacation, Beach, Festival, Black and White"""""""
Los_Angeles_000825.raw,raw,40.58,4000,3000,300,"34° 45' N, 118° 38' W",,North America,14,Y,,"""""""Food, Event"""""""
Barcelona_000826.raw,raw,42.66,4000,3000,300,"41.21948, 2.34905",Yes,,14,,,"""""""Wildlife, Beach"""""""
Singapore_000827.tiff,tiff,33.17,4000,3000,300,"2° 59' N, 104° 08' E",Yes,Asia,,,,"""""""Abstract, Work"""""""
Vancouver_000828.jpeg,jpeg,24.03,3264,2448,96,"49.59642, -123.18290",Yes,North America,,,,"""""""Urban, Panorama, Vacation, Work, Landscape"""""""
New_York_000829.cr2,cr2,40.99,4000,3000,600,,,North America,14,Y,,"""""""Wildlife, Black and White, Holiday, Macro"""""""
Sydney_000830.arw,arw,37.68,4032,3024,1200,"34° 45' S, 151° 19' E",,Australia,14,Y,Flames,"""""""Architecture"""""""
Vancouver_000831.tif,tif,21.86,1920,1080,600,"49° 49' N, 123° 19' W",Yes,North America,24,,,"""""""Macro, Architecture, Vintage, Art, Family"""""""
Buenos_Aires_000832.arw,arw,24.47,3840,2160,1200,"34° 00' S, 59° 32' W",,South America,16,,,"""""""Wedding, Landscape, Sunset, Portrait, Vacation"""""""
London_000833.jpeg,jpeg,9.7,3264,2448,300,"52° 44' N, 0° 09' W",,Europe,32,,Canadiens,"""""""Wildlife, Work, Landscape"""""""
Cairo_000834.cr2,cr2,25.1,4000,3000,1200,"30.32030, 31.02022",,Africa,14,,Senators,"""""""Sunset, Sunrise, Portrait"""""""
Paris_000835.tif,tif,21.16,2048,1536,1200,"48.49474, 2.27886",,Europe,48,,,"""""""Art, Street, HDR"""""""
Berlin_000836.tiff,tiff,20.02,6000,4000,1200,"53° 08' N, 13° 39' E",Yes,Europe,48,Y,,"""""""HDR, Festival, Work, Mountain"""""""
New_York_000837.arw,arw,15.86,6000,4000,300,"41° 27' N, 74° 24' W",,North America,14,,,
Los_Angeles_000838.tif,tif,19.92,4032,3024,300,"34° 43' N, 118° 35' W",,North America,24,,,"""""""Nature, Sports"""""""
Barcelona_000839.arw,arw,17.64,4032,3024,300,"42° 42' N, 2° 27' E",,Europe,,Y,,"""""""Art, Architecture, Street, Travel"""""""
Paris_000840.nef,nef,34.3,1920,1080,1200,"48.90976, 2.84499",,Europe,16,,,"""""""Night, Work, Sports, Blue Hour, Portrait"""""""
New_York_000841.raw,raw,44.45,6000,4000,600,"41.18506, -73.50952",,North America,14,,,"""""""Abstract, Architecture, Vacation, Urban, Black and White"""""""
Cairo_000842.raw,raw,19.75,2048,1536,300,"30.52109, 30.86724",,Africa,14,,,"""""""Sports, Street, Beach"""""""
Rio_de_Janeiro_000843.jpeg,jpeg,6.22,3840,2160,150,"23° 40' S, 43° 04' W",,South America,,,,"""""""City, Concert, Sunset"""""""
London_000844.jpeg,jpeg,13.83,1920,1080,150,"51° 48' N, 1° 34' W",,Europe,,,,
Cape_Town_000845.nef,nef,24.25,4000,3000,1200,,,Africa,,,,"""""""Nature, Mountain, Urban"""""""
Los_Angeles_000846.tif,tif,28.34,2048,1536,1200,"34° 09' N, 118° 48' W",,North America,24,,,"""""""Portrait, Work, Black and White, HDR"""""""
Cape_Town_000847.tif,tif,20.21,2048,1536,1200,"34° 24' S, 18° 14' E",,Africa,24,Y,,"""""""City, Blue Hour, Festival, Golden Hour, Sunrise"""""""
Tokyo_000848.tiff,tiff,25.71,2048,1536,1200,"35° 42' N, 139° 17' E",,Asia,48,,Jets,"""""""Macro, Blue Hour, Nature, Beach, Abstract"""""""
Tokyo_000849.jpg,jpg,3.12,1920,1080,300,"35.88721, 139.42603",Yes,Asia,24,,,"""""""Night, Sports, Sunrise"""""""
Cape_Town_000850.jpg,jpg,18.34,4000,3000,150,"-33.47525, 18.20364",,Africa,,Y,,"""""""Sports, HDR, Golden Hour"""""""
Sydney_000851.raw,raw,27.39,3840,2160,300,"34° 24' S, 151° 59' E",,Australia,14,Y,,"""""""Travel"""""""
London_000852.cr2,cr2,28.94,6000,4000,1200,"51.22089, 0.09826",,Europe,14,,,"""""""Festival, Landscape"""""""
Buenos_Aires_000853.jpeg,jpeg,8.02,4000,3000,300,"-34.37535, -58.38865",Yes,South America,32,,,"""""""Food, City, Vacation, Mountain, Wedding"""""""
Mumbai_000854.jpg,jpg,15.66,4000,3000,96,"18.63659, 73.30086",,Asia,32,Y,,"""""""Forest, Sports"""""""
Paris_000855.png,png,20.41,3840,2160,96,"49° 13' N, 3° 03' E",,Europe,32,,,
Vancouver_000856.cr2,cr2,16.25,3264,2448,300,"49° 13' N, 124° 56' W",,North America,,,,"""""""Concert, Street, Wildlife"""""""
Berlin_000857.jpeg,jpeg,23.99,4032,3024,150,"53° 11' N, 14° 26' E",,Europe,32,Y,,"""""""Architecture"""""""
Cape_Town_000858.jpg,jpg,19.52,3264,2448,96,"34° 40' S, 18° 59' E",Yes,Africa,24,,Bruins,"""""""Macro, Sports, Event"""""""
Buenos_Aires_000859.cr2,cr2,32.14,1920,1080,600,"35° 38' S, 58° 57' W",,South America,14,Y,,"""""""Food, Panorama, Sunrise, Family"""""""
Rio_de_Janeiro_000860.raw,raw,22.08,6000,4000,1200,"-22.88936, -42.98393",Yes,South America,,Y,,"""""""HDR, Wildlife, Abstract, Sunrise"""""""
Singapore_000861.png,png,23.57,1920,1080,96,"1.48932, 103.35991",,Asia,24,,,"""""""Sports, Food, Panorama, Vacation, Forest"""""""
Mumbai_000862.cr2,cr2,17.7,5472,3648,1200,,Yes,Asia,,,,"""""""Night"""""""
Berlin_000863.arw,arw,23.25,6000,4000,600,"52.39373, 13.73855",,Europe,14,,Canadiens,"""""""Blue Hour, Family, Wedding"""""""
Los_Angeles_000864.arw,arw,20.51,3264,2448,600,"34° 20' N, 118° 35' W",,North America,14,,,"""""""Sports, HDR, Mountain, Architecture, Event"""""""
Vancouver_000865.arw,arw,16.79,5472,3648,300,"50° 49' N, 123° 00' W",Yes,,14,,,"""""""Architecture, Sunrise"""""""
Barcelona_000866.tiff,tiff,13.35,3264,2448,600,"41° 39' N, 3° 28' E",Yes,Europe,32,,,"""""""Golden Hour, Vacation"""""""
Cairo_000867.cr2,cr2,29.88,6000,4000,1200,"30.54428, 30.95004",Yes,Africa,,,,
London_000868.arw,arw,25.01,4032,3024,600,"51.89715, -0.58956",Yes,Europe,,,,"""""""Sunrise, Concert, Family, City, Event"""""""
Vancouver_000869.jpg,jpg,8.07,5472,3648,72,"49.55907, -123.45330",,North America,24,,,"""""""Wedding, Wildlife, Macro"""""""
Rio_de_Janeiro_000870.tif,tif,17.43,3840,2160,300,"-22.53967, -43.31903",,South America,24,,Oilers,"""""""Sunrise, Nature"""""""
Cairo_000871.tiff,tiff,32.4,3264,2448,600,"30° 30' N, 31° 49' E",,Africa,32,,,
Mumbai_000872.raw,raw,19.06,3264,2448,1200,,Yes,Asia,16,,,"""""""Panorama, Sports"""""""
Singapore_000873.jpg,jpg,23.98,3264,2448,72,"2° 01' N, 104° 34' E",,Asia,24,Y,,"""""""Festival, Holiday, Beach, Sunrise"""""""
Cape_Town_000874.raw,raw,18.45,1920,1080,300,"-34.21415, 18.00856",,,16,Y,,"""""""Landscape, HDR, Urban, Art, Nature"""""""
Cairo_000875.tif,tif,20.28,4000,3000,300,"30° 15' N, 31° 06' E",,Africa,24,,,"""""""Food"""""""
Paris_000876.png,png,18.38,3840,2160,300,"49.07234, 2.05141",Yes,Europe,,Y,Leafs,"""""""Forest, Nature"""""""
Singapore_000877.jpeg,jpeg,13.94,3264,2448,72,"2° 01' N, 104° 34' E",,Asia,32,Y,,"""""""Street, Travel"""""""
Vancouver_000878.tiff,tiff,20.93,2048,1536,600,"49.27116, -122.99724",,North America,48,Y,,"""""""Vintage, Golden Hour"""""""
Tokyo_000879.cr2,cr2,18.65,3264,2448,600,"36° 24' N, 140° 37' E",Yes,Asia,16,,,"""""""Abstract, Sports"""""""
Cape_Town_000880.cr2,cr2,43.63,4032,3024,1200,"-33.73529, 18.48328",,Africa,16,Y,,"""""""Golden Hour"""""""
Cape_Town_000881.raw,raw,33.94,2048,1536,300,"34° 17' S, 19° 59' E",,Africa,16,,,
Paris_000882.jpg,jpg,17.0,2048,1536,300,"49° 29' N, 2° 52' E",,Europe,24,,,"""""""Black and White, Art, Family"""""""
Buenos_Aires_000883.raw,raw,40.52,3840,2160,300,,Yes,South America,14,,,"""""""Street, Family"""""""
Cape_Town_000884.jpg,jpg,7.17,4000,3000,300,"34° 56' S, 18° 55' E",,Africa,,Y,,"""""""Travel, Food, Work"""""""
Berlin_000885.png,png,18.31,2048,1536,72,"53° 21' N, 13° 54' E",,Europe,,Y,Oilers,
Berlin_000886.cr2,cr2,25.15,3840,2160,300,"52.43384, 13.49057",,Europe,16,,,"""""""Food, HDR"""""""
Vancouver_000887.cr2,cr2,23.54,3840,2160,1200,"49° 10' N, 123° 56' W",,North America,16,,,"""""""Sunset, Wildlife"""""""
Cape_Town_000888.arw,arw,37.88,3840,2160,600,"34° 52' S, 18° 12' E",,Africa,16,,,"""""""Art, Family"""""""
Singapore_000889.tiff,tiff,21.06,2048,1536,600,"0.96272, 103.46639",,Asia,32,,,"""""""Food, Black and White, Work, Wildlife"""""""
Los_Angeles_000890.arw,arw,21.64,4000,3000,600,,,North America,16,,,"""""""Concert, Blue Hour, Vintage, Nature, Wildlife"""""""
Sydney_000891.jpeg,jpeg,23.56,4000,3000,96,"-34.35682, 151.60634",,Australia,32,Y,,"""""""Street, Sports"""""""
Barcelona_000892.tiff,tiff,16.44,4000,3000,600,"42° 08' N, 2° 33' E",Yes,Europe,48,,,"""""""Wedding"""""""
Buenos_Aires_000893.jpg,jpg,2.16,2048,1536,96,,Yes,South America,,,,
Barcelona_000894.png,png,14.13,3840,2160,150,"41.84389, 1.74655",,Europe,32,,,"""""""Beach, Blue Hour, Holiday"""""""
Vancouver_000895.tif,tif,29.44,4032,3024,1200,"48.89196, -123.00362",,North America,,,,"""""""City, Holiday, Mountain"""""""
London_000896.jpg,jpg,11.49,6000,4000,96,"51.04462, 0.30878",,Europe,32,,,"""""""Wildlife, Wedding, HDR"""""""
Paris_000897.tif,tif,28.96,5472,3648,300,"48.95560, 2.42043",,Europe,,,,
Tokyo_000898.raw,raw,27.99,2048,1536,600,"35.74540, 139.74263",,Asia,14,,,"""""""Wedding, Vintage, Street, Sports, Mountain"""""""
Paris_000899.nef,nef,37.13,6000,4000,600,"49.01294, 2.03876",,Europe,14,,,"""""""Macro, Blue Hour"""""""
New_York_000900.raw,raw,22.03,4000,3000,1200,"40° 27' N, 74° 49' W",,North America,16,,Flames,"""""""Beach, Food"""""""
Singapore_000901.nef,nef,31.64,2048,1536,1200,,,Asia,14,,,"""""""Art, Architecture"""""""
Berlin_000902.cr2,cr2,20.95,6000,4000,1200,"52.37361, 13.46612",,Europe,,,,
Rio_de_Janeiro_000903.tif,tif,11.76,6000,4000,1200,"23° 03' S, 43° 40' W",,South America,32,Y,,"""""""Wildlife, HDR, Food"""""""
New_York_000904.png,png,9.85,1920,1080,72,,,North America,32,,,"""""""Event, Abstract"""""""
Tokyo_000905.raw,raw,38.89,2048,1536,1200,"36° 21' N, 140° 38' E",,Asia,,Y,,"""""""Black and White, Beach, Golden Hour"""""""
Buenos_Aires_000906.tiff,tiff,16.4,4032,3024,300,"-34.63397, -58.10599",,South America,,,,"""""""Vintage, Golden Hour"""""""
Mumbai_000907.raw,raw,36.62,3264,2448,300,"18.71130, 72.90081",,Asia,14,,,"""""""Urban"""""""
Rio_de_Janeiro_000908.raw,raw,25.18,4000,3000,600,,,South America,,,,"""""""Nature"""""""
New_York_000909.jpeg,jpeg,13.53,2048,1536,96,"40.64005, -74.37214",,North America,32,,,
Singapore_000910.jpeg,jpeg,12.01,4000,3000,150,"1° 42' N, 104° 32' E",,Asia,32,Y,,"""""""Sports, Nature, Vacation, Wildlife"""""""
Tokyo_000911.jpeg,jpeg,24.25,3264,2448,96,"35.61471, 139.57184",Yes,Asia,32,,,"""""""Panorama, Blue Hour, Vacation, Wedding"""""""
Barcelona_000912.tif,tif,22.35,2048,1536,300,"41.58715, 2.50471",,Europe,24,Y,,
Singapore_000913.arw,arw,39.44,2048,1536,300,"1° 25' N, 103° 38' E",,Asia,16,,,"""""""Vacation, Sports, Sunrise"""""""
Los_Angeles_000914.jpg,jpg,4.15,6000,4000,96,"34° 34' N, 118° 46' W",,North America,,,Rangers,
Tokyo_000915.png,png,10.09,4032,3024,96,"36° 55' N, 139° 38' E",,Asia,24,,,
Paris_000916.raw,raw,15.74,4032,3024,1200,"49.09308, 2.09982",,Europe,16,,,"""""""City"""""""
Mumbai_000917.png,png,10.62,1920,1080,96,"19° 55' N, 73° 44' E",,Asia,32,,,"""""""Street, Sunset, Macro"""""""
Mumbai_000918.arw,arw,43.99,3264,2448,1200,"19° 28' N, 73° 13' E",,Asia,16,,,"""""""Family, Wedding, Festival, Abstract"""""""
Los_Angeles_000919.arw,arw,17.33,1920,1080,1200,"34° 16' N, 119° 22' W",,North America,16,,,"""""""Night"""""""
Tokyo_000920.jpeg,jpeg,24.14,5472,3648,96,"35.37666, 139.51080",,Asia,32,,,"""""""Architecture, Food, Wildlife, Forest"""""""
Sydney_000921.tiff,tiff,28.73,5472,3648,300,,Yes,Australia,,,,"""""""Sunset"""""""
Paris_000922.png,png,9.85,1920,1080,72,"48.41838, 1.87025",,Europe,24,Y,,"""""""Mountain, Food, Sunrise"""""""
Tokyo_000923.nef,nef,44.2,4032,3024,300,"35.84163, 139.79330",Yes,Asia,16,,,"""""""HDR"""""""
London_000924.cr2,cr2,28.46,5472,3648,600,"51.25172, 0.36764",,Europe,16,,,"""""""Travel, Portrait, Beach, Panorama, Landscape"""""""
Sydney_000925.cr2,cr2,29.8,2048,1536,1200,,,Australia,14,Y,,"""""""Wildlife, Sports, Golden Hour"""""""
Paris_000926.jpeg,jpeg,9.32,3264,2448,96,"49° 42' N, 3° 20' E",,Europe,24,Y,,"""""""Blue Hour, Event"""""""
Rio_de_Janeiro_000927.tif,tif,24.1,6000,4000,600,"23° 21' S, 43° 22' W",,South America,24,,,"""""""Urban, Work, Black and White"""""""
Paris_000928.tiff,tiff,27.55,5472,3648,1200,"48° 16' N, 3° 44' E",,Europe,,Y,,
Tokyo_000929.tiff,tiff,19.71,3840,2160,1200,"35° 02' N, 140° 00' E",,Asia,48,,Oilers,"""""""Work, Sunrise, Architecture"""""""
Paris_000930.cr2,cr2,35.89,3840,2160,1200,,,Europe,,,,"""""""Sports, Nature, Vintage, Abstract"""""""
Buenos_Aires_000931.nef,nef,21.86,3840,2160,300,"35° 57' S, 58° 39' W",,South America,,,,"""""""Wildlife, Abstract, Sports, Vacation"""""""
Berlin_000932.raw,raw,39.29,6000,4000,300,"53° 33' N, 13° 44' E",,Europe,14,,,"""""""Vacation, Wildlife, Festival"""""""
Vancouver_000933.tiff,tiff,27.55,3840,2160,1200,"50° 47' N, 123° 12' W",Yes,North America,,,,"""""""Food"""""""
Singapore_000934.png,png,8.29,3840,2160,300,"1° 18' N, 104° 47' E",Yes,Asia,32,,,"""""""Travel, Food, Street"""""""
Cape_Town_000935.raw,raw,38.41,3840,2160,300,"-33.47306, 18.06422",,,14,,,"""""""Abstract, Family, Wildlife, Vacation"""""""
Los_Angeles_000936.raw,raw,30.06,4032,3024,1200,"34.47217, -118.19203",,North America,14,Y,,"""""""Macro, Nature, Wildlife, Blue Hour, Sunrise"""""""
Paris_000937.arw,arw,33.73,3264,2448,300,"49° 35' N, 3° 08' E",,Europe,16,,,"""""""Beach, Wildlife, Sports, Festival"""""""
Berlin_000938.nef,nef,28.73,2048,1536,600,"52.89594, 13.54447",,Europe,,,,"""""""Beach, Wildlife, Night, Wedding"""""""
New_York_000939.cr2,cr2,38.71,2048,1536,600,"41.01091, -74.10697",,,16,,,"""""""Travel"""""""
Cairo_000940.jpeg,jpeg,21.51,4000,3000,300,"29.86090, 31.65281",Yes,Africa,24,,,"""""""Black and White, Forest, Vacation"""""""
Mumbai_000941.png,png,8.31,5472,3648,150,,,,32,,,"""""""Abstract"""""""
Vancouver_000942.png,png,7.95,5472,3648,300,"49.37142, -123.27338",,North America,24,,,"""""""Event, Golden Hour, Portrait, Beach, Abstract"""""""
New_York_000943.arw,arw,41.72,5472,3648,300,"41° 47' N, 74° 43' W",,North America,14,Y,,"""""""Abstract"""""""
London_000944.tif,tif,27.94,1920,1080,300,"51.56400, -0.06786",,Europe,24,Y,,"""""""Work, Vacation, Beach, Food, Travel"""""""
Berlin_000945.raw,raw,20.4,1920,1080,300,"53° 15' N, 13° 23' E",,Europe,16,,,"""""""Art, Travel, Night, City"""""""
Buenos_Aires_000946.nef,nef,27.75,2048,1536,1200,"-34.11236, -58.01172",Yes,,,Y,,"""""""Night, Urban, Vacation"""""""
Vancouver_000947.arw,arw,36.06,4032,3024,600,,,North America,16,,,"""""""Urban, Vintage, Festival, Wedding"""""""
Mumbai_000948.jpg,jpg,5.7,2048,1536,72,,,Asia,24,,,"""""""Beach, Night, Portrait, Holiday"""""""
Mumbai_000949.png,png,8.42,5472,3648,96,"19.28548, 73.19063",,,24,,,
Rio_de_Janeiro_000950.raw,raw,38.56,5472,3648,600,"23° 58' S, 43° 15' W",,South America,14,Y,,"""""""Sports, Wedding, Event"""""""
Vancouver_000951.jpg,jpg,8.13,3264,2448,96,"49° 28' N, 123° 35' W",,North America,24,,,"""""""Festival, Beach, Black and White, Street, Sports"""""""
Buenos_Aires_000952.nef,nef,25.12,5472,3648,300,"-35.06277, -58.73817",,,16,,,
Cape_Town_000953.tif,tif,29.46,3264,2448,600,"-33.54976, 18.25140",,Africa,32,Y,,"""""""Portrait, Sports, Family, Travel, Blue Hour"""""""
Sydney_000954.jpg,jpg,15.11,3264,2448,300,"34° 09' S, 151° 13' E",,Australia,24,,,"""""""Vintage, Mountain"""""""
Buenos_Aires_000955.tif,tif,31.21,3264,2448,600,"34° 55' S, 58° 01' W",,South America,32,Y,,"""""""Work, Black and White"""""""
Berlin_000956.tiff,tiff,8.37,4000,3000,1200,"52° 14' N, 14° 00' E",,Europe,32,,,"""""""Urban, Blue Hour"""""""
Buenos_Aires_000957.png,png,15.38,3840,2160,72,"-34.49070, -57.89643",,South America,32,,,"""""""Wedding, Holiday, Abstract"""""""
Singapore_000958.jpg,jpg,3.3,6000,4000,96,"1.51537, 103.95629",,Asia,,Y,,"""""""Panorama, Architecture, Vintage"""""""
Cairo_000959.jpg,jpg,16.63,3264,2448,72,"30° 17' N, 32° 53' E",,Africa,,,,"""""""Mountain, Festival"""""""
Los_Angeles_000960.nef,nef,27.78,5472,3648,1200,"34° 48' N, 118° 48' W",,North America,,,,"""""""Panorama, City, Sunrise"""""""
Cairo_000961.raw,raw,24.94,4032,3024,600,"29.61504, 31.49248",,Africa,14,Y,,"""""""Night, Blue Hour, Concert, Street, Vacation"""""""
Berlin_000962.tif,tif,18.76,6000,4000,600,"52.26696, 13.62849",,Europe,,,,"""""""Landscape, Event, Wildlife"""""""
Berlin_000963.jpeg,jpeg,6.26,4032,3024,72,"53° 55' N, 14° 25' E",,Europe,24,Y,,
Singapore_000964.jpg,jpg,14.6,4000,3000,300,"1.44230, 103.32827",,Asia,32,Y,,"""""""Beach, Concert, Travel, Vacation"""""""
Cairo_000965.arw,arw,26.93,6000,4000,600,"30° 57' N, 31° 44' E",,Africa,16,Y,,"""""""Landscape, Night, Festival, City, Family"""""""
Singapore_000966.jpeg,jpeg,22.91,5472,3648,72,"1.44049, 103.70680",,Asia,24,Y,,"""""""Abstract"""""""
Tokyo_000967.nef,nef,26.46,4032,3024,600,"35° 34' N, 139° 02' E",,Asia,16,,,"""""""Street, Blue Hour, Family"""""""
London_000968.jpg,jpg,7.45,2048,1536,96,"51.47509, -0.45251",,Europe,32,,,"""""""Night, Sunset, Street"""""""
Berlin_000969.tiff,tiff,13.82,4032,3024,300,,Yes,Europe,32,Y,,"""""""Mountain, Festival, Nature, Concert, Street"""""""
Barcelona_000970.png,png,24.45,2048,1536,96,"42° 17' N, 2° 34' E",,Europe,24,Y,,
Sydney_000971.jpg,jpg,17.2,3840,2160,96,"33° 43' S, 151° 35' E",,Australia,24,,,"""""""Festival, Portrait, Wedding, HDR"""""""
Singapore_000972.arw,arw,24.47,1920,1080,300,"1° 38' N, 104° 59' E",Yes,Asia,16,Y,,"""""""Family, Vintage, Vacation, HDR"""""""
Cairo_000973.tiff,tiff,28.41,4032,3024,1200,,Yes,Africa,24,,,"""""""Sports, Holiday, City, Black and White, Beach"""""""
Rio_de_Janeiro_000974.tiff,tiff,12.37,6000,4000,300,"-23.05973, -43.06544",,South America,24,,,"""""""Urban, Architecture"""""""
Rio_de_Janeiro_000975.jpeg,jpeg,1.96,1920,1080,150,,,South America,32,Y,,"""""""Panorama"""""""
Tokyo_000976.raw,raw,31.54,3264,2448,1200,"36° 49' N, 140° 13' E",,Asia,,,,"""""""Golden Hour, Panorama, Food"""""""
Paris_000977.cr2,cr2,22.29,1920,1080,1200,"48.43653, 2.23222",,Europe,16,,Rangers,"""""""Black and White"""""""
Tokyo_000978.jpeg,jpeg,23.21,3264,2448,300,"35° 18' N, 139° 26' E",,Asia,24,,,"""""""Nature, Food, Holiday, Beach, Vintage"""""""
Tokyo_000979.raw,raw,31.12,4000,3000,1200,"35.53918, 139.43488",,Asia,14,,,"""""""City, Event, Art, Travel, Family"""""""
Sydney_000980.tiff,tiff,33.87,5472,3648,300,"-34.03152, 151.41711",,Australia,32,Y,,"""""""Landscape"""""""
Buenos_Aires_000981.jpeg,jpeg,16.73,2048,1536,300,,,South America,32,Y,,"""""""Sunset, Travel, Panorama, Portrait"""""""
New_York_000982.nef,nef,41.31,6000,4000,600,"40.69641, -74.05458",,North America,14,,,"""""""Art, Forest, Concert, Vintage, Landscape"""""""
Berlin_000983.png,png,5.61,3264,2448,300,"52.51181, 13.86186",,Europe,24,Y,,"""""""Nature, Event, Vintage, Sunrise"""""""
Singapore_000984.tif,tif,15.33,6000,4000,600,"2° 20' N, 104° 55' E",,Asia,,,,"""""""Urban, Nature, Blue Hour"""""""
Rio_de_Janeiro_000985.tiff,tiff,23.3,4032,3024,1200,"22° 31' S, 43° 29' W",Yes,South America,32,,,"""""""Portrait, Wildlife, City"""""""
New_York_000986.jpg,jpg,3.91,3840,2160,72,"40.51044, -73.59302",,North America,24,,,"""""""Forest"""""""
Buenos_Aires_000987.png,png,3.84,2048,1536,72,"34° 00' S, 58° 19' W",,South America,24,Y,Flames,"""""""Holiday, Wedding, Wildlife"""""""
Barcelona_000988.tiff,tiff,19.28,6000,4000,300,,,Europe,24,,,"""""""Macro, Sports, Street, Wedding, Holiday"""""""
Rio_de_Janeiro_000989.tif,tif,25.39,2048,1536,600,,,South America,32,Y,,"""""""Golden Hour, Street, Black and White, Architecture, Macro"""""""
Mumbai_000990.jpg,jpg,12.31,3264,2448,96,"19° 19' N, 73° 40' E",,Asia,32,,,"""""""Art"""""""
